lang_a,lang_b,idx_a,idx_b,similarity,mutual,url_a,url_b
en,es,4731,985,0.1722,True,https://www.climatecentral.org/news/global-warming-may-bring-more-black-swan-storm-surges-15342,https://www.publimetro.co/co/cultura/2019/07/30/infra-estructura-3.html
en,es,4526,894,0.1718,True,https://orangeleader.com/2016/03/30/walking-the-beat-with-fema/,https://www.elnuevosiglo.com.co/articulos/11-22-2022-gobierno-compraria-tierras-para-reubicar-damnificados-por-invierno
en,pt,4804,256,0.1717,True,https://www.climatecentral.org/news/global-food-crisis-will-worsen-as-heat-waves-damage-crops-15483,http://www2.cemaden.gov.br/author/juliano-coelho/
en,es,4396,718,0.1716,True,https://tylerpaper.com/2025/07/05/camp-mystic-a-haven-for-generations-of-texas-girls-becomes-a-center-of-tragedy/,https://www.semana.com/actualidad/articulo/regresa-el-camping-al-parque-embalse-de-neusa-en-cundinamarca/58653/
es,pt,1060,379,0.1715,True,https://razonpublica.com/el-desafio-liberal-entre-el-poder-y-la-moderacion/,https://oglobo.globo.com/blogs/malu-gaspar/post/2022/08/os-nomes-malditos-dos-governos-do-pt-que-bolsonaro-vai-trazer-para-o-horario-eleitoral.ghtml
es,pt,1107,367,0.1711,False,https://www.cablenoticias.tv/vientos-250kilometros-ian-cerca-a-costa-florida/,https://metsul.com/ciclone-se-forma-na-costa-do-sul-do-brasil-e-provoca-calamidade-na-bahia/
en,es,4239,1059,0.1706,True,https://www.odpm.gov.tt/node/159,https://razonpublica.com/el-ano-en-el-que-la-politica-volvio-a-la-calle/
en,es,4677,1278,0.1705,True,https://ny1.com/nyc/all-boroughs/news/2022/08/17/army-corps-prefers-more-small-flood-gates-to-large-storm-surge-barriers,https://www.rcnradio.com/bogota/penalosa-anuncia-un-ambicioso-plan-de-renovacion-urbana
en,pt,4418,229,0.1704,False,https://orangeleader.com/2017/08/31/texas-flood-search-rescue-death-toll-at-31/,https://noticias.r7.com/brasil/teresina-tem-situacao-de-emergencia-por-causa-das-chuvas-03012022
es,pt,614,361,0.1703,False,https://www.elcolombiano.com/antioquia/se-pronostican-fuertes-lluvias-en-antioquia-durante-los-primeros-dias-de-octubre-FJ18775000,http://www2.cemaden.gov.br/author/alex-ovando/
en,es,4679,840,0.1701,True,https://www.abcactionnews.com/news/region-pinellas/palm-harbor-family-suffers-flood-after-milton-less-than-month-after-mother-dies-from-breast-cancer,http://www.elnuevodia.com.co/nuevodia/colombia/498980-tragedia-bebe-murio-ahogado-tras-caer-de-la-cama-su-casa-estaba-inundada
en,es,4913,891,0.1701,True,https://wsvn.com/news/us-world/puerto-rico-cancels-classes-activates-national-guard-as-tropical-storm-ernesto-approaches/,https://www.elheraldo.co/region-caribe/emiten-vigilancia-de-huracan-en-isla-de-providencia-por-paso-de-iota-773311
en,es,130,1137,0.1699,True,https://cdema.org/virtuallibrary/index.php/charim-hbook/use-case-book/7-exposure-and-vulnerability/7-1-national-vulnerability-assessment,https://www.eje21.com.co/2010/09/avances-en-geotecnia-sern-socializados-en-la-universidad-nacional/
es,pt,957,327,0.1695,True,https://www.semana.com/ahorro-e-inversion/articulo/comprar-apartamento-nueva-york-no-imposible/44886/,http://www2.cemaden.gov.br/12112018-previsao-de-risco-geo-hidrologico/
es,pt,966,372,0.1693,True,https://www.lasillavacia.com/historias/silla-nacional/hector-fabio-useche-el-candidato-powered-by-juan-carlos-martinez-y-juan-carlos-abadia,https://oglobo.globo.com/blogs/bela-megale/post/2022/09/clima-de-ja-ganhou-no-agro-frustra-arrecadacao-de-campanha-de-bolsonaro.ghtml
en,es,1095,1125,0.1692,False,https://thebogotapost.com/interview-with-medellin-mayor-daniel-quintero-on-building-a-valley-of-software-creating-opportunity-for-youth/50660/,https://www.diarioadn.co/noticias/san-ignacio-el-epicentro-cultural-educativo-y-patrimonial-de-medellin+articulo+53483
es,pt,746,198,0.1688,False,https://www.bloomberglinea.com/2021/08/25/lluvias-torrenciales-causan-estragos-en-venezuela/,https://noticias.r7.com/brasil/e-assustador-o-numero-de-casas-embaixo-dagua-diz-governador-26122021
en,pt,4655,375,0.1686,True,https://wsvn.com/news/us-world/more-rain-more-bodies-in-flooded-kentucky-mountain-towns/,https://www.ibahia.com/bahia/defesa-civil-nacional-emite-alerta-de-chuvas-intensas-na-bahia-neste-sabado-4
en,es,4535,1172,0.1683,False,http://www.miaminewtimes.com/best-of-miami/1999/arts-and-entertainment/best-new-music-trend-6398094,https://www.elheraldo.co/sociedad/barranquijazz-festival-revela-su-nomina-para-celebrar-sus-25-anos-852047
en,pt,4483,404,0.1683,True,https://www.climatecentral.org/climate-matters/pregnancy-heat-risk-days?utm_medium=email&utm_campaign=CM%20Climate%20Change%20Nearly%20Doubled%20Pregnancy%20Heat%20Risk%20Days%20in%20US%202025%20EN&utm_content=CM%20Climate%20Change%20Nearly%20Doubled%20Pregnancy%20Heat%20Risk%20Days%20in%20US%202025%20EN+CID_faa09a5cc101c740b1094aee9f4bb6ee&utm_source=Climate%20Central%20Email%20Campaign%20Monitor&utm_term=READ%20THE%20RELEASE%20%20CONTACT%20EXPERTS%20%20FIND%20REPORTING%20RESOURCES,http://www2.cemaden.gov.br/author/paula-campos/
en,es,4689,681,0.1679,True,http://www.miaminewtimes.com/best-of-miami/2006/food-and-drink/best-u-pick-6401034,https://www.bloomberglinea.com/2021/09/27/choques-sociales-y-ambientales-el-lado-gris-del-boom-del-aguacate-colombiano/
es,pt,696,401,0.1678,False,https://www.elnuevosiglo.com.co/articulos/11-2019-en-vivo-paro-nacional-comienza-con-algunas-estaciones-de-tm-afectadas,https://pleno.news/brasil/cidades/chuva-interrompe-fornecimento-de-energia-no-interior-da-bahia.html
en,pt,38,192,0.1677,True,https://cdema.org/virtuallibrary/index.php/charim-hbook/methodology/4-landslide-hazards/4-2-scales-of-analysis,http://www2.cemaden.gov.br/cemaden-utiliza-dados-e-historicos-dos-alertas-emitidos-para-apoio-no-monitoramento-das-chuvas-intensas/
en,pt,4779,405,0.1675,True,https://grist.org/international/the-race-to-defuse-an-oil-time-bomb-disaster-threatening-the-red-sea/?ref=futurecrunch.com,https://www.gazetaweb.com/noticias/cultura/aventura-de-alagoanos-que-navegaram-de-maceio-ao-rio-de-janeiro-em-jangada-completa-100-anos/
en,es,0,916,0.1674,True,https://cdema.org/virtuallibrary/index.php/charim-hbook/use-case-book/3b-critical-infrastructure/3-4-watershed-management,https://www.portafolio.co/economia/finanzas/naturaleza-obliga-administrar-138334
es,pt,1180,384,0.1674,False,https://www.elnuevosiglo.com.co/articulos/08-04-2022-recursos-de-tributaria-llegarian-en-2024-de-donde-saldra-el-dinero-previo,https://www.metropoles.com/brasil/bolsonaro-envia-marco-hidrico-ao-congresso-em-alguns-dias-diz-marinho
en,pt,4728,296,0.1666,True,https://grist.org/article/2010-08-18-living-in-the-latest-hollywood-global-disaster-movie/,http://www2.cemaden.gov.br/10122017-previsao-de-risco-geo-hidrologico/
en,es,76,841,0.1663,True,https://cdema.org/virtuallibrary/index.php/charim-hbook/methodology/7-land-use-planning/7-1-spatial-planning,http://www.ideam.gov.co/web/cambio-climatico/proyecto-macizo
en,pt,23,305,0.1661,True,https://www.paho.org/annual-report-2016/,http://www2.cemaden.gov.br/05102016-previsao-de-risco-geo-hidrologico/
en,pt,46,192,0.1661,False,https://cdema.org/virtuallibrary/index.php/charim-hbook/methodology/1-introduction/1-1-objectives-of-this-book-d43,http://www2.cemaden.gov.br/cemaden-utiliza-dados-e-historicos-dos-alertas-emitidos-para-apoio-no-monitoramento-das-chuvas-intensas/
es,pt,806,227,0.166,True,https://www.elpais.com.co/cali/lideres-del-norte-piden-vias-y-seguridad-a-candidatos-a-la-alcaldia-de.html,http://www2.cemaden.gov.br/28052016-previsao-de-risco-geo-hidrologico/
en,es,4212,75,0.1656,False,https://www.odpm.gov.tt/node/163,https://cdema.org/ews-project
en,es,3960,695,0.1656,True,https://www.thepanamanews.com/2018/05/book-chapter-city-cats-the-streetwalkers-of-panama/,https://www.elnuevosiglo.com.co/articulos/11-19-2021-5-especies-invasoras-que-efectos-negativos-traen-para-ecosistemas
en,es,4901,1103,0.1656,True,https://whyy.org/articles/3rd-and-walnut-gusher-apple-lofts-on-market-again-transpo-project-funding-roundup-kahn-park-homelessness-rip-sen-specter/,https://www.bluradio.com/blu360/bogota/fin-del-trancon-obras-de-la-68-en-bogota-estarian-listas-el-proximo-ano-segun-constructor-rg10
en,pt,4893,208,0.1654,True,https://kstp.com/kstp-news/local-news/latest-report-shows-improvement-of-drought-conditions-in-minnesota-wisconsin/,http://www2.cemaden.gov.br/monitoramento-de-secas-e-impactos-no-brasil-setembro2020/
en,es,4948,1232,0.1652,True,https://www.climatecentral.org/news/for-second-time-noaa-forms-review-team-on-hurricane-sandy-15344,https://www.lasillavacia.com/historias/silla-nacional/asi-aterrizaron-las-conclusiones-de-las-misiones-de-sabios-en-el-gobierno-duque/
en,es,4899,631,0.1651,True,https://ny1.com/nyc/all-boroughs/news/2021/09/21/as-part-of-climate-week--hochul-outlines-environmental-initiatives,https://diariodelhuila.com/departamento-del-huila-mantiene-calamidad-publica-por-ola-invernal/
es,pt,807,404,0.1649,True,https://www.eluniversal.com.co/cartagena/cartagena-es-una-de-las-ciudades-mas-vulnerables-al-cambio-climatico-CG5282523,http://www2.cemaden.gov.br/author/paula-campos/
en,pt,4921,346,0.1638,True,https://www.abcactionnews.com/about-us/staff/shay-ryan,http://www2.cemaden.gov.br/cemaden-implanta-mais-um-radar-meteorologico/
es,pt,1039,194,0.1637,True,https://diariodelhuila.com/creacion-de-empresas-en-regiones-pdet-cayo-42/,http://www2.cemaden.gov.br/monitoramento-de-secas-e-impactos-no-brasil-julho2020/
es,pt,3922,326,0.1636,True,http://elsiglo.com.pa/cronica-roja/muere-padre-hijo-tras-quedar-atrapados-alud-colon/24213989,http://www2.cemaden.gov.br/20122016-previsao-de-risco-geo-hidrologico/
en,es,4882,678,0.1635,True,https://grist.org/health/why-the-united-states-undercounts-climate-driven-deaths/,https://razonpublica.com/ataques-con-acido-a-que-nos-estamos-enfrentando/
es,pt,626,376,0.1631,True,https://www.elpais.com.co/cali/alerta-roja-en-rios-del-valle-por-temporada-de-lluvias.html,https://metsul.com/alerta-de-chuva-volumosa-com-risco-a-populacao-na-bahia/
en,es,838,1019,0.163,True,https://www.care.org/news-and-stories/news/the-10-most-under-reported-humanitarian-crises-of-2021/,https://colombiacheck.com/chequeos/nuevo-virus-mismos-males
es,pt,999,339,0.163,False,https://caracol.com.co/2022/10/01/buscan-a-un-pescador-que-desaparecio-en-aguas-del-pacifico/,https://pleno.news/brasil/cidades/apos-perder-casa-pedreiro-usa-jangada-para-resgatar-vizinhos.html
en,es,4209,896,0.1627,True,https://guardian.co.tt/news/two-separate-probes-into-mosquito-creek-collapse-6.2.1454218.50abcfeb8e,https://www.eluniversal.com.co/cartagena/alcalde-dau-celebra-suspension-del-megaproyecto-del-canal-del-dique-GK6927019
en,es,81,1265,0.1626,True,https://stluciatimes.com/148407/2022/11/pierre-reiterates-concern-over-garbage-in-saint-lucias-waterways/,https://www.portafolio.co/economia/gobierno/petro-dice-que-hubo-sobrecostos-en-la-reconstruccion-de-providencia-569869
en,pt,4935,425,0.1624,True,https://www.climatecentral.org/climate-matters/our-changing-national-parks,http://www2.cemaden.gov.br/cemaden-participara-do-science-days-2019-mostrando-as-tecnologias-voltadas-ao-monitoramento-e-prevencao-de-desastres/
es,pt,998,383,0.1623,True,https://caracol.com.co/2022/09/30/como-participar-en-la-4-gala-mambo-a-favor-del-museo-de-arte-moderno-de-bogota/,https://www.ibahia.com/copa2022/onde-assistir-os-jogos-da-copa-do-mundo-em-salvador
en,es,1043,1314,0.1622,False,https://colombiareports.com/5-7-million-internally-displaced-colombians-idcm-report/,https://www2.laopinion.com.co/colombia/colombia-el-conflicto-armado-aumento-un-288-en-2018-174090
es,pt,685,192,0.1621,True,https://www.cruzrojacolombiana.org/construccion-de-paz-y-doctrina/proteccion/,http://www2.cemaden.gov.br/cemaden-utiliza-dados-e-historicos-dos-alertas-emitidos-para-apoio-no-monitoramento-das-chuvas-intensas/
en,es,4469,707,0.1621,True,https://abcnews.go.com/538/video/polls-harris-trump-matchup-112614113,https://www.lasillavacia.com/historias/silla-nacional/lo-que-revela-la-primera-sentencia-contra-el-cambio-climatico
en,es,4808,920,0.162,True,https://www.climatecentral.org/report/report-american-warming-us-heats-up-earth-day,https://www.semana.com/actualidad/articulo/incendios-en-america-latina-la-catastrofe-que-afecta-al-continente--mundo-hoy/55609/
en,es,4730,1167,0.1615,True,https://www.climatecentral.org/news/lack-of-hurricane-warning-for-sandy-may-help-homeowners-15198,https://www.elheraldo.co/atlantico/que-le-cobran-en-un-recibo-de-servicio-publico-821010
en,es,4675,823,0.1613,True,"https://hillcountrynews.com/stories/the-039king-of-poisons039-is-building-up-in-rice,201643",https://www.elespectador.com/ambiente/el-lio-ambiental-que-empieza-a-dejar-la-exportacion-de-aguacate/
en,pt,4468,197,0.1612,True,https://abcnews.go.com/538/video/taylor-swift-effect-include-voting-538-politics-podcast-113806016,http://www2.cemaden.gov.br/boletim-de-impactos-em-areas-estrategicas-para-o-brasil-07052019/
en,es,4931,939,0.1612,True,https://abc7news.com/hurricane-florence-tropical-storm-national-weather-service-tracking/4284356/,https://telepacifico.com/siemprecineseptiembre/
en,es,1200,841,0.1609,False,https://www.fao.org/3/ac836e/ac836e06.htm,http://www.ideam.gov.co/web/cambio-climatico/proyecto-macizo
en,es,448,841,0.1609,False,https://www.fao.org/3/ac836e/ac836e06.htm,http://www.ideam.gov.co/web/cambio-climatico/proyecto-macizo
en,es,4781,1067,0.1609,True,https://grist.org/language/climate-migration-study-articles-xenophobia/,https://razonpublica.com/el-problema-del-mal/
es,pt,970,399,0.1608,False,https://www.semana.com/agenda/articulo/historia-secreta-copa-mundial-futbol-gol-del-siglo-mexico-1986-maradona-pele/69625/,https://extra.globo.com/esporte/fluminense/a-rejeicao-no-primeiro-clube-interesse-por-novelas-o-lado-cantor-as-varias-faces-do-craque-deco-4880130.html
en,es,4422,672,0.1604,True,https://wtop.com/?nid=86&sid=2566940,https://caracol.com.co/2022/09/27/que-paso-con-los-afectados-despues-de-25-anos-del-derrumbe-en-dona-juana/
en,pt,4830,395,0.1603,True,https://abc7ny.com/post/bridge-collapse-in-baltimore-2024-reactions-to-key-video/14572934/,https://exame.com/brasil/bolsonaristas-estimulam-motim-apos-morte-de-pm-na-bahia/
en,pt,4331,428,0.1602,False,https://kstp.com/ap-top-news/how-weather-conditions-set-the-stage-for-the-deadly-texas-flash-floods/,https://metsul.com/experts-internacionais-projetam-forte-tempestade-tropical-na-costa/
es,pt,835,328,0.1601,True,https://www.elnuevosiglo.com.co/articulos/02-10-2021-buenaventura-se-vistio-de-blanco-para-rechazar-la-violencia-de-la-banda-la,https://www.metropoles.com/brasil/brumadinho-atos-lembram-um-mes-do-rompimento-da-barragem
es,pt,1004,392,0.1601,False,https://colombiacheck.com/chequeos/camiones-fueron-quemados-del-lado-venezolano-del-puente-no-en-colombia,https://noticias.r7.com/brasil/caminhoneiros-bloqueiam-estradas-pelo-2-dia-consecutivo-no-pais-09092021
en,es,4446,703,0.16,True,https://abcnews.go.com/2020/video/barbara-walters-2003-jailhouse-interview-actor-robert-blake-60259415,https://www.larepublica.co/caja-fuerte/cuales-son-los-15-idiomas-mas-hablados-3487746
en,es,4529,799,0.1598,True,https://www.cbsnews.com/48-hours/full-episodes/,https://www.cablenoticias.tv/historias-de-desaparecidos/
en,es,765,1170,0.1596,True,https://colombiareports.com/92-killed-southwest-colombia-city-floods/,https://www.elheraldo.co/san-andres/en-video-dos-muertos-y-devastacion-total-tras-paso-de-iota-por-providencia-773984
es,pt,3939,278,0.1595,True,https://www.panamaon.com/noticias/negocios/96418-amcham-panama-reconoce-a-29-empresas-miembro-por-su-trayectoria-en-la-camara.html,http://www2.cemaden.gov.br/25112020-previsao-de-risco-geo-hidrologicos/
en,pt,4806,426,0.1594,True,https://www.climatecentral.org/news/study-reveals-acceleration-of-sea-level-rise-20055,http://www2.cemaden.gov.br/pesquisa-do-cemaden-aponta-que-acao-humana-nas-encostas-e-a-maior-causa-dos-deslizamentos/
en,pt,35,308,0.1593,True,https://cdema.org/virtuallibrary/index.php/charim-hbook/use-case-book/7-exposure-and-vulnerability/7-5-census-data-for-elements-at-risk,http://www2.cemaden.gov.br/07112017-previsao-de-risco-geo-hidrologico/
es,pt,955,370,0.1592,False,https://www.elheraldo.co/region-caribe/iota-paso-huracan-de-categoria-4-y-esta-73-km-de-providencia-773629,https://exame.com/brasil/ciclone-deve-provocar-temporais-ventania-e-queda-de-granizo-no-sul-do-brasil/
es,pt,650,428,0.1592,True,https://www.eluniversal.com.co/colombia/ideam-alerta-sobre-amenaza-de-un-nuevo-ciclon-tropical-XM3790154,https://metsul.com/experts-internacionais-projetam-forte-tempestade-tropical-na-costa/
en,es,4782,701,0.159,False,https://kvia.com/environment/2025/06/19/erick-makes-landfall-as-a-category-3-hurricane-the-strongest-to-hit-mexico-so-early-in-the-year/,https://www.lafm.com.co/colombia/enfrentamientos-en-antioquia-dejan-un-policia-herido-y-un-civil-muerto
es,pt,842,379,0.1589,False,https://cablenoticias.tv/petro-advierte-de-un-plan-para-suspender-elecciones-del-29-de-mayo/,https://oglobo.globo.com/blogs/malu-gaspar/post/2022/08/os-nomes-malditos-dos-governos-do-pt-que-bolsonaro-vai-trazer-para-o-horario-eleitoral.ghtml
en,pt,4720,295,0.1587,True,https://grist.org/indigenous/us-climate-report-says-land-theft-colonization-amplify-climate-crisis-indigenous-peoples/,http://www2.cemaden.gov.br/07112020-previsao-de-risco-geo-hidrologico/
en,es,4907,1280,0.1584,True,https://whyy.org/articles/survivors-tales-part-of-the-art-in-superstorm-sandy-exhibit/,https://www.rutasdelconflicto.com/especiales/mujeres-constructoras-paz/nini.html
en,pt,753,401,0.1583,False,https://reliefweb.int/report/colombia/update-colombia-floods-04-sep-2007,https://pleno.news/brasil/cidades/chuva-interrompe-fornecimento-de-energia-no-interior-da-bahia.html
en,pt,4663,370,0.1583,True,https://6abc.com/post/us-states-prepare-as-subtropical-storm-alberto-heads-north/3525609/,https://exame.com/brasil/ciclone-deve-provocar-temporais-ventania-e-queda-de-granizo-no-sul-do-brasil/
en,es,72,1107,0.1581,False,https://cdema.org/news-centre/information-notes/1700-cdema-information-note-2-tropical-storm-don-as-of-5-00pm-on-july-18th-2017,https://www.cablenoticias.tv/vientos-250kilometros-ian-cerca-a-costa-florida/
en,es,825,632,0.1576,True,https://colombiareports.com/3-dead-15-wounded-in-rainy-season/,http://www.elnuevodia.com.co/nuevodia/colombia/498559-estas-son-las-regiones-mas-afectadas-por-el-invierno-en-el-pais-gobierno-destino-21
en,es,50,1066,0.1575,True,https://cdema.org/virtuallibrary/index.php/charim-hbook/use-case-book/10-super-use-case-st-lucia-flood-modelling,https://razonpublica.com/el-trilema-minero-la-gran-mineria-sostenible-y-socialmente-responsable-es-una-falacia/
en,es,1036,1218,0.1573,False,https://colombiareports.com/climate-change-to-hit-colombia-ministry-of-environment/,https://www.larepublica.co/economia/colombia-reducira-en-51-la-emision-de-gases-efecto-invernadero-para-el-ano-2030-3255637
en,es,69,75,0.1571,False,https://cdema.org/virtuallibrary/index.php/charim-hbook/use-case-book/introduction-use-case/1-1-objective-of-this-book,https://cdema.org/ews-project
en,pt,4578,386,0.1571,False,https://orangeleader.com/2016/04/20/church-set-to-honor-75-years-has-much-to-celebrate/,https://www.ibahia.com/colunistas/feed-ba/feed-ba-rio-vermelho-se-movimenta-com-mais-cultura-na-casa-rosa
en,pt,4514,341,0.157,True,https://abcnews.go.com/538/video/bidens-campaign-cash-now-538-politics-podcast-112174130,http://www2.cemaden.gov.br/18062020-previsao-de-risco-geo-hidrologico/
en,es,4598,757,0.1563,True,https://www.climatecentral.org/climate-matters/power-outages,https://razonpublica.com/hidroituango-una-catastrofe-que-habria-podido-ser-evitada/
en,es,1093,991,0.156,True,https://thebogotapost.com/environmental-costs-mounting-but-epm-pushes-forward-with-controversial-dam-project/36546/,http://www.elnuevodia.com.co/nuevodia/colombia/499056-le-dispararon-y-se-comieron-su-carne-pobladores-asesinaron-majestuoso-elefante
es,pt,963,229,0.1559,True,https://www.semana.com/actualidad/articulo/tatequieto-a-los-derrochadores-de-agua-en-colombia/42797/,https://noticias.r7.com/brasil/teresina-tem-situacao-de-emergencia-por-causa-das-chuvas-03012022
en,es,4791,654,0.1557,True,https://wtop.com/blog/2024/05/the-latest-on-the-key-bridge-collapse-and-recovery-in-baltimore/,https://www.semana.com/actualidad/articulo/el-rio-bogota-necesita-todos-los-colombianos-para-renacer--noticias-bogota-hoy/53527/
es,pt,1013,402,0.1552,False,https://colombiacheck.com/chequeos/imagen-de-hombres-armados-no-tiene-relacion-con-la-minga-indigena,https://www.ibahia.com/carnaval/e-o-tchan-relembra-momentos-policiais-vividos-no-carnaval
en,es,4884,968,0.1548,False,https://grist.org/international/loss-and-damage-john-kerry-cop27-climate-reparations/,https://www.elespectador.com/ambiente/america-latina-trata-de-no-pasar-desapercibida-en-la-cop27/
en,pt,4480,339,0.1548,False,https://www.abcactionnews.com/news/region-pinellas/social-media-credited-for-helping-save-a-woman-with-dunedin-connections-from-texas-flood-waters,https://pleno.news/brasil/cidades/apos-perder-casa-pedreiro-usa-jangada-para-resgatar-vizinhos.html
en,es,4787,930,0.1547,True,https://wsvn.com/news/us-world/inundated-with-american-travelers-end-of-testing-rule-opens-summer-travel-floodgates/,https://www2.laopinion.com.co/colombia/colombia-firmo-4-acuerdos-para-acceder-la-vacuna-ivan-duque-207204
en,es,4890,1294,0.1547,True,https://grist.org/living/dream-of-cradling-a-beaver-in-your-arms-live-vicariously-through-this-colorado-hairdresser/,https://www.semana.com/actualidad/articulo/los-secretos-del-parque-el-tuparro-descubiertos-a-traves-de-44-camaras-trampa/56141/
es,pt,1205,389,0.1545,False,https://www.kienyke.com/colombia/una-colombia-dividida-busca-la-justicia-en-un-tribunal-de-posguerra,https://brasil.elpais.com/brasil/2015/08/31/opinion/1441035388_761260.html
es,pt,1222,389,0.1544,False,https://www.las2orillas.co/asi-vivi-la-guerra-de-corea/,https://brasil.elpais.com/brasil/2015/08/31/opinion/1441035388_761260.html
en,es,4831,640,0.1543,True,https://abcnews.go.com/2020/video/john-okeefes-cousins-friends-remember-massachusetts-police-officer-113432569,https://www.larepublica.co/analisis/ramiro-santa-513971/cielo-roto-3488363
en,pt,4191,392,0.1542,True,https://www.guardian.co.tt/news/multiple-areas-across-trinidad-inundated-yet-again-by-flooding-6.2.1574753.db3b9a7c8a,https://noticias.r7.com/brasil/caminhoneiros-bloqueiam-estradas-pelo-2-dia-consecutivo-no-pais-09092021
en,es,4612,1055,0.154,True,https://www.climatecentral.org/news/severe-storms-bring-weather-whiplash-to-plains-midwest-16066,https://razonpublica.com/culiacan-violencia-intensa-tras-la-detencion-del-hijo-del-chapo/
en,es,4681,3938,0.1535,True,https://www.climatecentral.org/news/climate-change-impacted-2015-extreme-weather-20982,https://www.panamaamerica.com.pa/aldea-global/panama-y-su-alta-radiacion-solar-en-la-estacion-seca-que-incide-y-cuales-son-las-zonas
es,pt,1175,372,0.1535,False,https://www.elnuevosiglo.com.co/articulos/02-04-2022-todavia-extranamos-que-no-haya-propuestas-profundas-y-serias,https://oglobo.globo.com/blogs/bela-megale/post/2022/09/clima-de-ja-ganhou-no-agro-frustra-arrecadacao-de-campanha-de-bolsonaro.ghtml
en,pt,442,412,0.1534,False,https://www.msf.org/cameroon,http://www.cruzvermelha.org.br/pb/com-parceiros-cruz-vermelha-brasileira-doa-75-mil-itens-hospitalares-e-kits-de-higiene-em-rio-branco/
en,pt,4410,302,0.1534,True,https://grist.org/article/2009-09-15-the-end-of-welfare-water-and-the-drying-of-the-west/,http://www2.cemaden.gov.br/03122016-previsao-de-risco-geo-hidrologico/
en,es,4445,926,0.1533,True,https://abc7ny.com/amp/nyc-migrants-shelter-eviction-asylum-seekers/14300212/,https://www.vanguardia.com/area-metropolitana/bucaramanga/restricciones-nocturnas-siguen-por-dos-semanas-mas-AI3912673
en,pt,1090,242,0.1529,True,https://thebogotapost.com/access-cano-cristales-temporarily-suspended/26294/,http://www2.cemaden.gov.br/05122018-previsao-de-risco-geo-hidrologico/
es,pt,1074,406,0.1528,True,https://razonpublica.com/imarchas-o-no-marchas/,https://brasil.elpais.com/brasil/2015/06/11/politica/1434059650_940148.html
en,es,4673,708,0.1527,True,https://grist.org/health/fertility-climate-change-salt-water-intrusion-pregnancy-hypertension/,https://www.minuto30.com/alerta-por-espuma-toxica-que-invadio-viviendas-en-mosquera/1329803/
es,pt,855,304,0.1527,True,https://rutasdelconflicto.com/notas/amenazas-conflicto-deforestacion-las-colonias-menonitas-continuan-acumulando-territorios,http://www2.cemaden.gov.br/06052017-previsao-de-risco-geologico/
es,pt,1223,406,0.1527,False,https://www.las2orillas.co/centro-democratico-partido-masas/,https://brasil.elpais.com/brasil/2015/06/11/politica/1434059650_940148.html
es,pt,1171,300,0.152,True,https://www.elheraldo.co/sociedad/artesanias-resistencia-la-ola-invernal-en-atlco-957273,https://g1.globo.com/al/alagoas/noticia/2021/08/03/documentario-de-argentino-sobre-afundamento-do-solo-e-exibido-em-maceio-na-quinta-feira.ghtml
en,es,43,624,0.1518,True,https://www3.paho.org/annual-report-of-the-director-2019/en/,http://www.ideam.gov.co/web/ocga/avances-de-instancias-de-coordinacion-por-macrocuenca
en,pt,4527,316,0.1517,True,https://orangeleader.com/2016/06/20/resources-available-for-historic-properties-impacted-by-flooding/,http://www2.cemaden.gov.br/30102016-previsao-de-risco-geo-hidrologico-2/
en,pt,4440,394,0.1514,False,http://www.miaminewtimes.com/best-of-miami/2008/people-and-places/best-local-artist-6401817,https://www.ibahia.com/carnaval/marcio-victor-revela-maior-perrengue-vivido-no-carnaval-baiano
en,es,4790,1137,0.1514,False,https://wsvn.com/news/us-world/perseverance-rover-prepares-to-collect-martian-samples-that-will-be-sent-to-earth/,https://www.eje21.com.co/2010/09/avances-en-geotecnia-sern-socializados-en-la-universidad-nacional/
es,pt,687,410,0.1514,True,https://www.eje21.com.co/2010/04/gobierno-pide-a-gobernadores-y-alcaldes-activar-plan-de-contingencia-para-enfrentar-ola-invernal/,https://pleno.news/brasil/cidades/governo-federal-repassa-r-20-milhoes-a-municipios-da-bahia.html
en,es,4427,691,0.1514,True,https://www.actionnewsjax.com/news/local/12-foot-shark-caught/f895ac24-239a-4034-8be9-601b45fc2acb/,https://www.elnuevosiglo.com.co/articulos/03-2019-ultima-palabra-humedal-jaboque-es-de-bogota
en,pt,4657,218,0.1513,True,https://www.abcactionnews.com/news/region-pinellas/st-pete-residents-and-county-leaders-prepare-for-tropical-system-heading-towards-florida,http://www2.cemaden.gov.br/16032018-previsao-de-risco-geo-hidrologico/
en,es,1257,1019,0.1512,False,https://www.oxfam.org/en/blogs?f%5B0%5D=channel%3A5226&f%5B1%5D=channel%3A5231&f%5B2%5D=channel%3A5235&f%5B3%5D=channel%3A5236,https://colombiacheck.com/chequeos/nuevo-virus-mismos-males
en,es,1256,1019,0.1512,False,https://www.oxfam.org/en/blogs?f%5B0%5D=channel%3A5226&f%5B1%5D=channel%3A5231&f%5B2%5D=channel%3A5235,https://colombiacheck.com/chequeos/nuevo-virus-mismos-males
en,es,4709,774,0.1511,True,https://americanpress.com/2024/06/26/parish-galan-touts-parishs-progress-with-drainage-projects/,https://www.elheraldo.co/atlantico/38-proyectos-para-llevar-agua-y-alcantarillado-al-atlantico-812158
